	A->C	A->G	A->T	C->A	C->G	C->T	G->A	G->C	G->T	T->A	T->C	T->G
10	1.725e-3 [1.599e-3..1.862e-3]	3.415e-3 [3.235e-3..3.604e-3]	2.066e-3 [1.927e-3..2.214e-3]	4.716e-3 [4.393e-3..5.064e-3]	2.776e-3 [2.530e-3..3.046e-3]	8.366e-3 [7.932e-3..8.824e-3]	8.347e-3 [7.936e-3..8.779e-3]	3.722e-3 [3.450e-3..4.014e-3]	6.188e-3 [5.835e-3..6.561e-3]	2.670e-3 [2.484e-3..2.870e-3]	5.046e-3 [4.788e-3..5.318e-3]	2.045e-3 [1.883e-3..2.221e-3]
11	1.870e-3 [1.738e-3..2.012e-3]	3.588e-3 [3.403e-3..3.783e-3]	2.030e-3 [1.892e-3..2.178e-3]	4.282e-3 [3.977e-3..4.611e-3]	2.577e-3 [2.342e-3..2.835e-3]	8.521e-3 [8.086e-3..8.979e-3]	8.481e-3 [8.063e-3..8.919e-3]	3.716e-3 [3.443e-3..4.011e-3]	6.164e-3 [5.809e-3..6.540e-3]	2.971e-3 [2.776e-3..3.180e-3]	4.872e-3 [4.620e-3..5.137e-3]	2.008e-3 [1.849e-3..2.181e-3]
12	1.766e-3 [1.636e-3..1.907e-3]	3.559e-3 [3.373e-3..3.756e-3]	1.912e-3 [1.776e-3..2.058e-3]	4.097e-3 [3.797e-3..4.421e-3]	2.890e-3 [2.640e-3..3.164e-3]	8.857e-3 [8.412e-3..9.326e-3]	8.398e-3 [7.993e-3..8.824e-3]	4.016e-3 [3.738e-3..4.314e-3]	6.161e-3 [5.815e-3..6.528e-3]	3.245e-3 [3.042e-3..3.462e-3]	4.903e-3 [4.652e-3..5.168e-3]	2.120e-3 [1.957e-3..2.297e-3]
13	1.791e-3 [1.660e-3..1.933e-3]	3.329e-3 [3.148e-3..3.520e-3]	1.989e-3 [1.850e-3..2.137e-3]	4.276e-3 [3.973e-3..4.603e-3]	3.369e-3 [3.101e-3..3.660e-3]	8.904e-3 [8.462e-3..9.368e-3]	8.439e-3 [8.036e-3..8.862e-3]	4.153e-3 [3.873e-3..4.454e-3]	6.004e-3 [5.665e-3..6.363e-3]	2.840e-3 [2.649e-3..3.046e-3]	4.665e-3 [4.418e-3..4.926e-3]	2.057e-3 [1.895e-3..2.233e-3]
14	1.810e-3 [1.680e-3..1.950e-3]	3.548e-3 [3.365e-3..3.742e-3]	1.996e-3 [1.859e-3..2.143e-3]	4.239e-3 [3.935e-3..4.566e-3]	2.879e-3 [2.630e-3..3.151e-3]	8.636e-3 [8.199e-3..9.097e-3]	8.568e-3 [8.160e-3..8.996e-3]	3.703e-3 [3.437e-3..3.989e-3]	6.248e-3 [5.900e-3..6.616e-3]	2.682e-3 [2.494e-3..2.885e-3]	4.538e-3 [4.290e-3..4.799e-3]	1.922e-3 [1.764e-3..2.095e-3]
15	1.739e-3 [1.613e-3..1.876e-3]	3.232e-3 [3.058e-3..3.416e-3]	2.094e-3 [1.955e-3..2.244e-3]	4.784e-3 [4.459e-3..5.134e-3]	2.775e-3 [2.529e-3..3.044e-3]	9.034e-3 [8.583e-3..9.508e-3]	8.336e-3 [7.923e-3..8.770e-3]	3.627e-3 [3.357e-3..3.917e-3]	6.125e-3 [5.772e-3..6.499e-3]	2.948e-3 [2.753e-3..3.158e-3]	4.711e-3 [4.462e-3..4.974e-3]	1.915e-3 [1.758e-3..2.085e-3]
16	1.742e-3 [1.615e-3..1.879e-3]	3.492e-3 [3.311e-3..3.683e-3]	2.113e-3 [1.973e-3..2.263e-3]	4.583e-3 [4.262e-3..4.928e-3]	2.740e-3 [2.494e-3..3.009e-3]	8.383e-3 [7.946e-3..8.844e-3]	8.280e-3 [7.867e-3..8.714e-3]	3.684e-3 [3.412e-3..3.979e-3]	5.848e-3 [5.502e-3..6.216e-3]	3.156e-3 [2.955e-3..3.370e-3]	4.946e-3 [4.693e-3..5.213e-3]	1.890e-3 [1.736e-3..2.058e-3]
17	1.865e-3 [1.731e-3..2.009e-3]	3.403e-3 [3.220e-3..3.595e-3]	2.043e-3 [1.902e-3..2.193e-3]	4.361e-3 [4.051e-3..4.695e-3]	3.013e-3 [2.757e-3..3.293e-3]	8.871e-3 [8.424e-3..9.341e-3]	8.965e-3 [8.544e-3..9.406e-3]	3.673e-3 [3.407e-3..3.960e-3]	6.069e-3 [5.724e-3..6.434e-3]	2.962e-3 [2.768e-3..3.168e-3]	4.853e-3 [4.604e-3..5.115e-3]	1.810e-3 [1.660e-3..1.973e-3]
18	1.668e-3 [1.543e-3..1.804e-3]	3.547e-3 [3.362e-3..3.742e-3]	2.060e-3 [1.920e-3..2.210e-3]	4.409e-3 [4.097e-3..4.746e-3]	2.927e-3 [2.675e-3..3.204e-3]	8.439e-3 [8.003e-3..8.898e-3]	8.368e-3 [7.962e-3..8.793e-3]	3.621e-3 [3.357e-3..3.905e-3]	6.468e-3 [6.112e-3..6.844e-3]	3.075e-3 [2.877e-3..3.288e-3]	4.778e-3 [4.529e-3..5.041e-3]	1.982e-3 [1.824e-3..2.154e-3]
19	1.994e-3 [1.857e-3..2.141e-3]	3.405e-3 [3.225e-3..3.596e-3]	2.131e-3 [1.989e-3..2.283e-3]	4.298e-3 [3.992e-3..4.627e-3]	2.880e-3 [2.631e-3..3.151e-3]	8.798e-3 [8.357e-3..9.262e-3]	8.539e-3 [8.131e-3..8.968e-3]	3.604e-3 [3.342e-3..3.887e-3]	6.083e-3 [5.739e-3..6.447e-3]	2.654e-3 [2.467e-3..2.855e-3]	4.552e-3 [4.306e-3..4.813e-3]	1.932e-3 [1.773e-3..2.104e-3]
20	1.812e-3 [1.683e-3..1.951e-3]	3.250e-3 [3.076e-3..3.434e-3]	2.156e-3 [2.014e-3..2.307e-3]	4.562e-3 [4.242e-3..4.905e-3]	2.780e-3 [2.533e-3..3.050e-3]	8.402e-3 [7.965e-3..8.862e-3]	8.466e-3 [8.048e-3..8.904e-3]	3.471e-3 [3.207e-3..3.757e-3]	5.920e-3 [5.572e-3..6.290e-3]	2.666e-3 [2.481e-3..2.865e-3]	4.674e-3 [4.427e-3..4.936e-3]	1.850e-3 [1.696e-3..2.017e-3]
21	1.980e-3 [1.844e-3..2.125e-3]	3.342e-3 [3.165e-3..3.529e-3]	2.130e-3 [1.990e-3..2.281e-3]	4.437e-3 [4.121e-3..4.776e-3]	2.596e-3 [2.358e-3..2.859e-3]	8.621e-3 [8.178e-3..9.088e-3]	8.309e-3 [7.894e-3..8.745e-3]	3.438e-3 [3.174e-3..3.723e-3]	6.150e-3 [5.795e-3..6.527e-3]	3.039e-3 [2.842e-3..3.249e-3]	4.558e-3 [4.315e-3..4.814e-3]	2.051e-3 [1.890e-3..2.225e-3]
22	1.750e-3 [1.621e-3..1.890e-3]	3.244e-3 [3.066e-3..3.432e-3]	2.106e-3 [1.964e-3..2.259e-3]	4.433e-3 [4.120e-3..4.769e-3]	3.189e-3 [2.925e-3..3.477e-3]	8.797e-3 [8.352e-3..9.265e-3]	8.369e-3 [7.963e-3..8.795e-3]	3.631e-3 [3.366e-3..3.916e-3]	6.095e-3 [5.749e-3..6.461e-3]	2.968e-3 [2.775e-3..3.175e-3]	4.703e-3 [4.458e-3..4.961e-3]	2.080e-3 [1.919e-3..2.254e-3]
23	1.756e-3 [1.627e-3..1.895e-3]	3.364e-3 [3.184e-3..3.555e-3]	1.986e-3 [1.848e-3..2.133e-3]	4.578e-3 [4.260e-3..4.919e-3]	3.180e-3 [2.917e-3..3.466e-3]	8.667e-3 [8.227e-3..9.131e-3]	8.302e-3 [7.903e-3..8.722e-3]	3.865e-3 [3.594e-3..4.155e-3]	6.402e-3 [6.052e-3..6.772e-3]	2.865e-3 [2.672e-3..3.072e-3]	4.626e-3 [4.380e-3..4.887e-3]	2.045e-3 [1.883e-3..2.220e-3]
24	1.681e-3 [1.556e-3..1.815e-3]	3.564e-3 [3.381e-3..3.758e-3]	1.800e-3 [1.671e-3..1.939e-3]	4.543e-3 [4.227e-3..4.882e-3]	3.136e-3 [2.875e-3..3.420e-3]	8.968e-3 [8.521e-3..9.439e-3]	8.483e-3 [8.076e-3..8.910e-3]	3.757e-3 [3.489e-3..4.046e-3]	6.281e-3 [5.932e-3..6.651e-3]	2.503e-3 [2.321e-3..2.700e-3]	4.314e-3 [4.072e-3..4.570e-3]	1.795e-3 [1.642e-3..1.963e-3]
25	1.731e-3 [1.604e-3..1.868e-3]	3.552e-3 [3.368e-3..3.745e-3]	2.171e-3 [2.028e-3..2.323e-3]	4.459e-3 [4.142e-3..4.801e-3]	2.930e-3 [2.675e-3..3.210e-3]	8.963e-3 [8.509e-3..9.441e-3]	8.106e-3 [7.694e-3..8.539e-3]	3.805e-3 [3.525e-3..4.106e-3]	5.894e-3 [5.545e-3..6.266e-3]	2.775e-3 [2.584e-3..2.981e-3]	4.416e-3 [4.173e-3..4.673e-3]	2.051e-3 [1.887e-3..2.229e-3]
26	1.870e-3 [1.736e-3..2.015e-3]	3.361e-3 [3.180e-3..3.552e-3]	2.078e-3 [1.936e-3..2.230e-3]	4.256e-3 [3.942e-3..4.595e-3]	2.911e-3 [2.654e-3..3.194e-3]	8.623e-3 [8.172e-3..9.099e-3]	7.960e-3 [7.550e-3..8.391e-3]	3.633e-3 [3.360e-3..3.929e-3]	5.607e-3 [5.265e-3..5.972e-3]	2.747e-3 [2.557e-3..2.951e-3]	4.903e-3 [4.647e-3..5.173e-3]	1.880e-3 [1.724e-3..2.050e-3]
27	1.686e-3 [1.557e-3..1.826e-3]	3.344e-3 [3.160e-3..3.539e-3]	1.821e-3 [1.686e-3..1.967e-3]	4.665e-3 [4.334e-3..5.021e-3]	2.967e-3 [2.705e-3..3.254e-3]	8.207e-3 [7.765e-3..8.674e-3]	8.128e-3 [7.717e-3..8.561e-3]	3.829e-3 [3.549e-3..4.130e-3]	6.151e-3 [5.794e-3..6.529e-3]	2.882e-3 [2.687e-3..3.091e-3]	4.528e-3 [4.282e-3..4.789e-3]	1.916e-3 [1.758e-3..2.088e-3]
28	1.655e-3 [1.526e-3..1.796e-3]	3.445e-3 [3.256e-3..3.645e-3]	1.956e-3 [1.815e-3..2.109e-3]	4.430e-3 [4.109e-3..4.776e-3]	3.115e-3 [2.848e-3..3.407e-3]	8.782e-3 [8.326e-3..9.262e-3]	7.973e-3 [7.565e-3..8.402e-3]	3.886e-3 [3.604e-3..4.189e-3]	5.975e-3 [5.624e-3..6.349e-3]	2.749e-3 [2.555e-3..2.957e-3]	4.472e-3 [4.223e-3..4.736e-3]	2.031e-3 [1.865e-3..2.211e-3]
29	1.597e-3 [1.470e-3..1.735e-3]	3.458e-3 [3.269e-3..3.658e-3]	1.915e-3 [1.775e-3..2.065e-3]	4.792e-3 [4.453e-3..5.157e-3]	3.122e-3 [2.851e-3..3.420e-3]	8.678e-3 [8.218e-3..9.163e-3]	8.422e-3 [8.001e-3..8.865e-3]	3.545e-3 [3.275e-3..3.838e-3]	6.236e-3 [5.875e-3..6.620e-3]	2.545e-3 [2.355e-3..2.750e-3]	4.419e-3 [4.167e-3..4.687e-3]	2.006e-3 [1.838e-3..2.189e-3]
30	1.679e-3 [1.548e-3..1.820e-3]	3.455e-3 [3.266e-3..3.655e-3]	1.966e-3 [1.824e-3..2.118e-3]	4.188e-3 [3.868e-3..4.535e-3]	3.025e-3 [2.755e-3..3.322e-3]	8.584e-3 [8.121e-3..9.073e-3]	7.874e-3 [7.453e-3..8.319e-3]	3.287e-3 [3.018e-3..3.580e-3]	5.924e-3 [5.560e-3..6.313e-3]	2.679e-3 [2.485e-3..2.889e-3]	4.339e-3 [4.090e-3..4.604e-3]	1.871e-3 [1.710e-3..2.048e-3]
31	1.667e-3 [1.536e-3..1.811e-3]	3.663e-3 [3.465e-3..3.872e-3]	1.774e-3 [1.638e-3..1.921e-3]	4.206e-3 [3.881e-3..4.557e-3]	2.688e-3 [2.431e-3..2.972e-3]	8.610e-3 [8.141e-3..9.106e-3]	7.615e-3 [7.196e-3..8.058e-3]	3.490e-3 [3.210e-3..3.795e-3]	6.071e-3 [5.698e-3..6.469e-3]	2.851e-3 [2.650e-3..3.066e-3]	4.713e-3 [4.453e-3..4.988e-3]	1.834e-3 [1.675e-3..2.009e-3]
32	1.661e-3 [1.526e-3..1.808e-3]	3.500e-3 [3.301e-3..3.710e-3]	1.907e-3 [1.762e-3..2.064e-3]	4.626e-3 [4.280e-3..4.999e-3]	2.601e-3 [2.345e-3..2.884e-3]	9.732e-3 [9.227e-3..1.027e-2]	7.762e-3 [7.344e-3..8.205e-3]	3.518e-3 [3.239e-3..3.821e-3]	6.166e-3 [5.794e-3..6.562e-3]	2.785e-3 [2.586e-3..2.998e-3]	4.177e-3 [3.933e-3..4.437e-3]	1.876e-3 [1.715e-3..2.053e-3]
33	1.636e-3 [1.500e-3..1.784e-3]	3.449e-3 [3.249e-3..3.661e-3]	1.883e-3 [1.737e-3..2.042e-3]	4.263e-3 [3.935e-3..4.618e-3]	2.799e-3 [2.536e-3..3.090e-3]	8.868e-3 [8.390e-3..9.373e-3]	7.782e-3 [7.362e-3..8.227e-3]	3.582e-3 [3.300e-3..3.889e-3]	6.124e-3 [5.752e-3..6.520e-3]	2.607e-3 [2.411e-3..2.818e-3]	3.995e-3 [3.751e-3..4.255e-3]	1.842e-3 [1.678e-3..2.021e-3]
34	1.658e-3 [1.521e-3..1.807e-3]	3.784e-3 [3.574e-3..4.005e-3]	1.860e-3 [1.715e-3..2.017e-3]	4.524e-3 [4.181e-3..4.895e-3]	3.053e-3 [2.773e-3..3.361e-3]	8.408e-3 [7.937e-3..8.908e-3]	7.366e-3 [6.951e-3..7.805e-3]	3.735e-3 [3.443e-3..4.052e-3]	5.816e-3 [5.449e-3..6.208e-3]	2.470e-3 [2.274e-3..2.682e-3]	4.131e-3 [3.876e-3..4.402e-3]	1.893e-3 [1.723e-3..2.079e-3]
35	1.690e-3 [1.550e-3..1.842e-3]	3.725e-3 [3.514e-3..3.947e-3]	1.880e-3 [1.733e-3..2.041e-3]	4.250e-3 [3.913e-3..4.615e-3]	2.586e-3 [2.326e-3..2.875e-3]	8.817e-3 [8.327e-3..9.335e-3]	7.488e-3 [7.059e-3..7.944e-3]	3.590e-3 [3.296e-3..3.910e-3]	5.522e-3 [5.155e-3..5.915e-3]	2.509e-3 [2.311e-3..2.723e-3]	4.367e-3 [4.104e-3..4.646e-3]	1.933e-3 [1.761e-3..2.122e-3]
36	1.638e-3 [1.498e-3..1.791e-3]	3.830e-3 [3.613e-3..4.060e-3]	1.988e-3 [1.834e-3..2.156e-3]	4.238e-3 [3.895e-3..4.611e-3]	2.612e-3 [2.346e-3..2.909e-3]	8.231e-3 [7.748e-3..8.743e-3]	7.516e-3 [7.077e-3..7.983e-3]	3.124e-3 [2.845e-3..3.431e-3]	5.202e-3 [4.838e-3..5.593e-3]	2.691e-3 [2.486e-3..2.913e-3]	4.019e-3 [3.767e-3..4.288e-3]	1.818e-3 [1.651e-3..2.002e-3]
37	1.613e-3 [1.470e-3..1.769e-3]	3.709e-3 [3.490e-3..3.942e-3]	1.876e-3 [1.722e-3..2.044e-3]	4.137e-3 [3.796e-3..4.509e-3]	2.766e-3 [2.490e-3..3.073e-3]	8.667e-3 [8.168e-3..9.197e-3]	7.713e-3 [7.267e-3..8.187e-3]	3.347e-3 [3.057e-3..3.664e-3]	5.839e-3 [5.452e-3..6.253e-3]	2.582e-3 [2.379e-3..2.803e-3]	4.172e-3 [3.912e-3..4.450e-3]	1.780e-3 [1.613e-3..1.965e-3]
38	1.642e-3 [1.495e-3..1.803e-3]	3.581e-3 [3.361e-3..3.815e-3]	1.871e-3 [1.714e-3..2.043e-3]	3.893e-3 [3.557e-3..4.260e-3]	2.463e-3 [2.199e-3..2.758e-3]	8.587e-3 [8.082e-3..9.122e-3]	7.388e-3 [6.949e-3..7.854e-3]	3.345e-3 [3.053e-3..3.664e-3]	5.548e-3 [5.169e-3..5.955e-3]	2.580e-3 [2.372e-3..2.807e-3]	4.228e-3 [3.959e-3..4.515e-3]	1.815e-3 [1.642e-3..2.007e-3]
39	1.796e-3 [1.640e-3..1.968e-3]	3.787e-3 [3.557e-3..4.032e-3]	1.882e-3 [1.722e-3..2.057e-3]	4.204e-3 [3.848e-3..4.594e-3]	2.616e-3 [2.338e-3..2.927e-3]	8.849e-3 [8.325e-3..9.404e-3]	7.779e-3 [7.318e-3..8.268e-3]	3.227e-3 [2.935e-3..3.549e-3]	5.427e-3 [5.044e-3..5.839e-3]	2.377e-3 [2.172e-3..2.602e-3]	3.850e-3 [3.586e-3..4.134e-3]	1.763e-3 [1.587e-3..1.958e-3]
40	1.690e-3 [1.536e-3..1.859e-3]	3.625e-3 [3.396e-3..3.869e-3]	2.048e-3 [1.878e-3..2.233e-3]	3.955e-3 [3.599e-3..4.346e-3]	2.731e-3 [2.438e-3..3.060e-3]	9.197e-3 [8.646e-3..9.782e-3]	7.896e-3 [7.408e-3..8.415e-3]	3.000e-3 [2.704e-3..3.327e-3]	5.688e-3 [5.276e-3..6.132e-3]	2.472e-3 [2.260e-3..2.705e-3]	4.176e-3 [3.897e-3..4.475e-3]	1.798e-3 [1.618e-3..1.998e-3]
41	1.713e-3 [1.553e-3..1.891e-3]	4.112e-3 [3.859e-3..4.381e-3]	1.874e-3 [1.705e-3..2.059e-3]	3.968e-3 [3.603e-3..4.370e-3]	2.749e-3 [2.447e-3..3.087e-3]	8.062e-3 [7.534e-3..8.625e-3]	7.702e-3 [7.210e-3..8.228e-3]	3.032e-3 [2.728e-3..3.369e-3]	5.270e-3 [4.865e-3..5.708e-3]	2.247e-3 [2.041e-3..2.474e-3]	3.629e-3 [3.364e-3..3.914e-3]	1.703e-3 [1.524e-3..1.902e-3]
42	1.520e-3 [1.362e-3..1.696e-3]	3.729e-3 [3.477e-3..3.998e-3]	1.924e-3 [1.745e-3..2.120e-3]	3.944e-3 [3.573e-3..4.353e-3]	2.737e-3 [2.431e-3..3.081e-3]	8.562e-3 [8.008e-3..9.155e-3]	7.138e-3 [6.656e-3..7.654e-3]	3.386e-3 [3.058e-3..3.748e-3]	5.738e-3 [5.307e-3..6.203e-3]	2.634e-3 [2.405e-3..2.885e-3]	3.997e-3 [3.712e-3..4.303e-3]	2.024e-3 [1.824e-3..2.245e-3]
43	1.643e-3 [1.473e-3..1.832e-3]	3.826e-3 [3.562e-3..4.109e-3]	1.831e-3 [1.652e-3..2.031e-3]	3.924e-3 [3.546e-3..4.342e-3]	2.504e-3 [2.206e-3..2.842e-3]	8.490e-3 [7.927e-3..9.094e-3]	7.651e-3 [7.142e-3..8.196e-3]	3.279e-3 [2.951e-3..3.643e-3]	5.332e-3 [4.909e-3..5.790e-3]	2.414e-3 [2.187e-3..2.665e-3]	3.999e-3 [3.704e-3..4.318e-3]	1.898e-3 [1.698e-3..2.122e-3]
44	1.680e-3 [1.505e-3..1.876e-3]	3.804e-3 [3.535e-3..4.093e-3]	1.910e-3 [1.722e-3..2.118e-3]	3.994e-3 [3.599e-3..4.432e-3]	2.320e-3 [2.023e-3..2.659e-3]	8.509e-3 [7.925e-3..9.136e-3]	7.112e-3 [6.607e-3..7.655e-3]	3.126e-3 [2.797e-3..3.494e-3]	5.139e-3 [4.712e-3..5.605e-3]	2.322e-3 [2.091e-3..2.578e-3]	4.226e-3 [3.911e-3..4.567e-3]	1.984e-3 [1.771e-3..2.221e-3]
45	1.507e-3 [1.337e-3..1.699e-3]	3.984e-3 [3.702e-3..4.289e-3]	2.066e-3 [1.865e-3..2.288e-3]	4.359e-3 [3.934e-3..4.830e-3]	2.174e-3 [1.879e-3..2.514e-3]	8.034e-3 [7.450e-3..8.663e-3]	7.905e-3 [7.346e-3..8.506e-3]	2.932e-3 [2.599e-3..3.308e-3]	5.329e-3 [4.874e-3..5.827e-3]	2.099e-3 [1.876e-3..2.348e-3]	4.356e-3 [4.030e-3..4.708e-3]	1.712e-3 [1.512e-3..1.938e-3]
46	1.762e-3 [1.571e-3..1.976e-3]	3.906e-3 [3.616e-3..4.220e-3]	1.889e-3 [1.691e-3..2.111e-3]	3.808e-3 [3.400e-3..4.266e-3]	2.372e-3 [2.054e-3..2.739e-3]	8.630e-3 [8.004e-3..9.303e-3]	7.494e-3 [6.933e-3..8.101e-3]	2.717e-3 [2.386e-3..3.092e-3]	4.897e-3 [4.447e-3..5.392e-3]	2.233e-3 [1.999e-3..2.495e-3]	4.309e-3 [3.979e-3..4.667e-3]	1.711e-3 [1.507e-3..1.942e-3]
47	1.600e-3 [1.411e-3..1.814e-3]	3.874e-3 [3.574e-3..4.200e-3]	1.970e-3 [1.759e-3..2.207e-3]	3.938e-3 [3.513e-3..4.414e-3]	2.594e-3 [2.253e-3..2.986e-3]	8.091e-3 [7.472e-3..8.760e-3]	7.206e-3 [6.650e-3..7.808e-3]	2.751e-3 [2.415e-3..3.133e-3]	5.222e-3 [4.752e-3..5.738e-3]	2.338e-3 [2.092e-3..2.614e-3]	3.738e-3 [3.423e-3..4.082e-3]	1.839e-3 [1.622e-3..2.085e-3]
48	1.933e-3 [1.719e-3..2.175e-3]	3.902e-3 [3.592e-3..4.238e-3]	2.038e-3 [1.818e-3..2.285e-3]	3.400e-3 [2.998e-3..3.855e-3]	2.486e-3 [2.146e-3..2.880e-3]	8.134e-3 [7.500e-3..8.820e-3]	8.014e-3 [7.411e-3..8.665e-3]	3.005e-3 [2.644e-3..3.415e-3]	5.548e-3 [5.050e-3..6.095e-3]	1.877e-3 [1.650e-3..2.135e-3]	4.055e-3 [3.715e-3..4.426e-3]	1.658e-3 [1.446e-3..1.901e-3]
49	1.812e-3 [1.601e-3..2.051e-3]	4.226e-3 [3.897e-3..4.582e-3]	2.211e-3 [1.976e-3..2.473e-3]	4.057e-3 [3.604e-3..4.568e-3]	2.446e-3 [2.100e-3..2.850e-3]	8.592e-3 [7.921e-3..9.319e-3]	7.230e-3 [6.640e-3..7.872e-3]	3.251e-3 [2.864e-3..3.692e-3]	5.597e-3 [5.081e-3..6.166e-3]	2.247e-3 [1.990e-3..2.539e-3]	3.903e-3 [3.558e-3..4.280e-3]	1.873e-3 [1.639e-3..2.140e-3]
