	A->C	A->G	A->T	C->A	C->G	C->T	G->A	G->C	G->T	T->A	T->C	T->G
-64	2.232e-3 [2.002e-3..2.489e-3]	4.402e-3 [4.074e-3..4.757e-3]	2.826e-3 [2.566e-3..3.113e-3]	3.672e-3 [3.310e-3..4.075e-3]	2.562e-3 [2.262e-3..2.902e-3]	9.461e-3 [8.869e-3..1.009e-2]	8.349e-3 [7.787e-3..8.953e-3]	2.392e-3 [2.099e-3..2.726e-3]	4.185e-3 [3.792e-3..4.620e-3]	2.286e-3 [2.057e-3..2.541e-3]	5.204e-3 [4.853e-3..5.581e-3]	1.874e-3 [1.668e-3..2.106e-3]
-63	2.125e-3 [1.907e-3..2.367e-3]	4.256e-3 [3.944e-3..4.593e-3]	2.603e-3 [2.361e-3..2.869e-3]	3.734e-3 [3.372e-3..4.135e-3]	2.513e-3 [2.219e-3..2.846e-3]	8.903e-3 [8.335e-3..9.510e-3]	8.554e-3 [7.998e-3..9.149e-3]	2.855e-3 [2.540e-3..3.208e-3]	4.196e-3 [3.811e-3..4.619e-3]	2.477e-3 [2.242e-3..2.737e-3]	5.374e-3 [5.022e-3..5.751e-3]	2.245e-3 [2.022e-3..2.493e-3]
-62	2.215e-3 [2.001e-3..2.451e-3]	4.208e-3 [3.910e-3..4.530e-3]	2.889e-3 [2.643e-3..3.158e-3]	3.923e-3 [3.557e-3..4.327e-3]	2.691e-3 [2.390e-3..3.029e-3]	8.575e-3 [8.026e-3..9.161e-3]	8.230e-3 [7.688e-3..8.809e-3]	2.660e-3 [2.359e-3..2.999e-3]	4.000e-3 [3.627e-3..4.410e-3]	2.343e-3 [2.118e-3..2.592e-3]	5.224e-3 [4.882e-3..5.589e-3]	1.862e-3 [1.662e-3..2.085e-3]
-61	2.198e-3 [1.987e-3..2.432e-3]	4.350e-3 [4.049e-3..4.673e-3]	3.064e-3 [2.813e-3..3.337e-3]	3.380e-3 [3.048e-3..3.748e-3]	2.719e-3 [2.423e-3..3.051e-3]	8.903e-3 [8.355e-3..9.487e-3]	7.973e-3 [7.448e-3..8.533e-3]	2.864e-3 [2.556e-3..3.209e-3]	4.025e-3 [3.657e-3..4.430e-3]	2.569e-3 [2.341e-3..2.820e-3]	5.004e-3 [4.682e-3..5.349e-3]	2.104e-3 [1.898e-3..2.332e-3]
-60	2.209e-3 [1.999e-3..2.440e-3]	4.435e-3 [4.134e-3..4.758e-3]	3.282e-3 [3.024e-3..3.561e-3]	3.365e-3 [3.041e-3..3.724e-3]	2.580e-3 [2.299e-3..2.897e-3]	9.898e-3 [9.332e-3..1.050e-2]	7.946e-3 [7.437e-3..8.489e-3]	2.472e-3 [2.195e-3..2.784e-3]	4.224e-3 [3.857e-3..4.625e-3]	2.519e-3 [2.299e-3..2.760e-3]	5.418e-3 [5.091e-3..5.767e-3]	2.067e-3 [1.868e-3..2.287e-3]
-59	2.356e-3 [2.142e-3..2.591e-3]	4.979e-3 [4.664e-3..5.316e-3]	2.612e-3 [2.386e-3..2.860e-3]	3.677e-3 [3.347e-3..4.039e-3]	2.567e-3 [2.294e-3..2.872e-3]	8.819e-3 [8.302e-3..9.369e-3]	8.350e-3 [7.848e-3..8.884e-3]	2.626e-3 [2.351e-3..2.934e-3]	4.588e-3 [4.219e-3..4.988e-3]	3.312e-3 [3.060e-3..3.584e-3]	5.518e-3 [5.190e-3..5.866e-3]	2.282e-3 [2.074e-3..2.510e-3]
-58	2.169e-3 [1.970e-3..2.389e-3]	4.602e-3 [4.307e-3..4.916e-3]	2.922e-3 [2.689e-3..3.175e-3]	3.783e-3 [3.453e-3..4.144e-3]	2.918e-3 [2.629e-3..3.237e-3]	8.489e-3 [7.988e-3..9.021e-3]	8.597e-3 [8.102e-3..9.121e-3]	2.934e-3 [2.650e-3..3.248e-3]	4.663e-3 [4.302e-3..5.054e-3]	2.403e-3 [2.192e-3..2.634e-3]	5.278e-3 [4.961e-3..5.615e-3]	2.366e-3 [2.156e-3..2.595e-3]
-57	2.398e-3 [2.196e-3..2.618e-3]	4.596e-3 [4.313e-3..4.898e-3]	2.524e-3 [2.316e-3..2.750e-3]	3.849e-3 [3.520e-3..4.209e-3]	2.756e-3 [2.480e-3..3.063e-3]	9.547e-3 [9.022e-3..1.010e-2]	8.565e-3 [8.070e-3..9.090e-3]	3.020e-3 [2.731e-3..3.339e-3]	4.486e-3 [4.131e-3..4.871e-3]	2.532e-3 [2.319e-3..2.764e-3]	6.034e-3 [5.700e-3..6.387e-3]	2.261e-3 [2.061e-3..2.482e-3]
-56	2.121e-3 [1.933e-3..2.328e-3]	4.800e-3 [4.514e-3..5.105e-3]	3.156e-3 [2.925e-3..3.405e-3]	3.955e-3 [3.627e-3..4.313e-3]	2.945e-3 [2.663e-3..3.256e-3]	9.791e-3 [9.267e-3..1.034e-2]	8.305e-3 [7.822e-3..8.818e-3]	3.040e-3 [2.753e-3..3.357e-3]	4.380e-3 [4.032e-3..4.757e-3]	2.564e-3 [2.357e-3..2.788e-3]	5.987e-3 [5.667e-3..6.324e-3]	2.153e-3 [1.964e-3..2.360e-3]
-55	2.383e-3 [2.186e-3..2.599e-3]	5.009e-3 [4.719e-3..5.317e-3]	2.934e-3 [2.713e-3..3.172e-3]	4.008e-3 [3.683e-3..4.362e-3]	3.295e-3 [3.002e-3..3.618e-3]	9.601e-3 [9.091e-3..1.014e-2]	8.184e-3 [7.717e-3..8.680e-3]	2.971e-3 [2.694e-3..3.276e-3]	4.931e-3 [4.571e-3..5.320e-3]	2.470e-3 [2.272e-3..2.686e-3]	6.004e-3 [5.691e-3..6.334e-3]	2.123e-3 [1.940e-3..2.323e-3]
-54	2.231e-3 [2.041e-3..2.439e-3]	5.388e-3 [5.088e-3..5.706e-3]	2.852e-3 [2.635e-3..3.085e-3]	3.905e-3 [3.595e-3..4.241e-3]	2.803e-3 [2.543e-3..3.091e-3]	9.184e-3 [8.703e-3..9.691e-3]	8.045e-3 [7.597e-3..8.518e-3]	3.071e-3 [2.799e-3..3.370e-3]	4.842e-3 [4.497e-3..5.213e-3]	2.774e-3 [2.565e-3..2.999e-3]	5.658e-3 [5.357e-3..5.975e-3]	2.185e-3 [2.001e-3..2.386e-3]
-53	2.325e-3 [2.136e-3..2.530e-3]	4.893e-3 [4.616e-3..5.186e-3]	3.119e-3 [2.899e-3..3.355e-3]	4.498e-3 [4.167e-3..4.855e-3]	3.227e-3 [2.949e-3..3.532e-3]	8.638e-3 [8.176e-3..9.127e-3]	7.900e-3 [7.465e-3..8.360e-3]	2.908e-3 [2.648e-3..3.194e-3]	4.785e-3 [4.449e-3..5.147e-3]	2.570e-3 [2.371e-3..2.785e-3]	5.666e-3 [5.368e-3..5.982e-3]	2.492e-3 [2.296e-3..2.704e-3]
-52	2.485e-3 [2.296e-3..2.690e-3]	4.829e-3 [4.563e-3..5.110e-3]	3.164e-3 [2.949e-3..3.393e-3]	4.160e-3 [3.846e-3..4.499e-3]	3.056e-3 [2.789e-3..3.349e-3]	8.654e-3 [8.197e-3..9.137e-3]	7.931e-3 [7.495e-3..8.392e-3]	2.923e-3 [2.663e-3..3.209e-3]	4.615e-3 [4.284e-3..4.970e-3]	2.661e-3 [2.461e-3..2.878e-3]	5.560e-3 [5.268e-3..5.869e-3]	2.339e-3 [2.152e-3..2.542e-3]
-51	2.443e-3 [2.256e-3..2.646e-3]	4.700e-3 [4.438e-3..4.977e-3]	2.767e-3 [2.567e-3..2.982e-3]	4.036e-3 [3.732e-3..4.364e-3]	3.078e-3 [2.814e-3..3.367e-3]	8.634e-3 [8.185e-3..9.107e-3]	7.627e-3 [7.202e-3..8.076e-3]	2.894e-3 [2.637e-3..3.177e-3]	4.870e-3 [4.533e-3..5.232e-3]	2.770e-3 [2.573e-3..2.983e-3]	5.819e-3 [5.529e-3..6.123e-3]	2.314e-3 [2.134e-3..2.509e-3]
-50	2.165e-3 [1.991e-3..2.355e-3]	5.184e-3 [4.911e-3..5.473e-3]	2.716e-3 [2.520e-3..2.927e-3]	4.092e-3 [3.791e-3..4.418e-3]	3.025e-3 [2.767e-3..3.307e-3]	8.762e-3 [8.316e-3..9.232e-3]	8.304e-3 [7.869e-3..8.763e-3]	2.865e-3 [2.613e-3..3.140e-3]	4.827e-3 [4.498e-3..5.181e-3]	2.887e-3 [2.689e-3..3.100e-3]	5.851e-3 [5.566e-3..6.151e-3]	2.623e-3 [2.435e-3..2.827e-3]
-49	2.428e-3 [2.243e-3..2.628e-3]	5.122e-3 [4.851e-3..5.409e-3]	2.500e-3 [2.312e-3..2.702e-3]	4.234e-3 [3.935e-3..4.555e-3]	3.039e-3 [2.788e-3..3.313e-3]	9.059e-3 [8.618e-3..9.522e-3]	7.926e-3 [7.514e-3..8.360e-3]	3.060e-3 [2.808e-3..3.335e-3]	4.753e-3 [4.436e-3..5.093e-3]	2.762e-3 [2.569e-3..2.969e-3]	5.857e-3 [5.573e-3..6.156e-3]	2.568e-3 [2.382e-3..2.769e-3]
-48	2.555e-3 [2.370e-3..2.754e-3]	5.467e-3 [5.194e-3..5.754e-3]	2.649e-3 [2.461e-3..2.851e-3]	4.281e-3 [3.981e-3..4.602e-3]	3.115e-3 [2.861e-3..3.391e-3]	8.767e-3 [8.335e-3..9.222e-3]	7.963e-3 [7.558e-3..8.391e-3]	3.151e-3 [2.899e-3..3.425e-3]	4.949e-3 [4.631e-3..5.289e-3]	2.681e-3 [2.491e-3..2.886e-3]	5.926e-3 [5.641e-3..6.227e-3]	2.208e-3 [2.036e-3..2.394e-3]
-47	2.477e-3 [2.300e-3..2.667e-3]	5.092e-3 [4.836e-3..5.361e-3]	2.703e-3 [2.519e-3..2.902e-3]	4.387e-3 [4.087e-3..4.709e-3]	3.015e-3 [2.768e-3..3.283e-3]	8.487e-3 [8.067e-3..8.929e-3]	9.039e-3 [8.603e-3..9.496e-3]	3.191e-3 [2.935e-3..3.468e-3]	4.989e-3 [4.667e-3..5.333e-3]	2.663e-3 [2.475e-3..2.866e-3]	5.788e-3 [5.507e-3..6.083e-3]	2.359e-3 [2.182e-3..2.551e-3]
-46	2.225e-3 [2.058e-3..2.404e-3]	5.740e-3 [5.470e-3..6.025e-3]	2.653e-3 [2.470e-3..2.848e-3]	4.527e-3 [4.222e-3..4.854e-3]	2.878e-3 [2.636e-3..3.141e-3]	8.541e-3 [8.118e-3..8.985e-3]	8.487e-3 [8.063e-3..8.932e-3]	2.792e-3 [2.553e-3..3.053e-3]	4.474e-3 [4.169e-3..4.802e-3]	2.727e-3 [2.541e-3..2.926e-3]	5.820e-3 [5.547e-3..6.107e-3]	2.165e-3 [2.000e-3..2.343e-3]
-45	2.356e-3 [2.183e-3..2.542e-3]	4.958e-3 [4.704e-3..5.224e-3]	2.755e-3 [2.568e-3..2.956e-3]	4.336e-3 [4.040e-3..4.653e-3]	2.924e-3 [2.683e-3..3.187e-3]	8.836e-3 [8.410e-3..9.283e-3]	8.359e-3 [7.947e-3..8.793e-3]	2.659e-3 [2.430e-3..2.909e-3]	4.930e-3 [4.615e-3..5.266e-3]	2.918e-3 [2.729e-3..3.120e-3]	6.110e-3 [5.834e-3..6.399e-3]	2.176e-3 [2.013e-3..2.351e-3]
-44	2.323e-3 [2.151e-3..2.509e-3]	5.224e-3 [4.963e-3..5.498e-3]	3.149e-3 [2.947e-3..3.364e-3]	4.271e-3 [3.985e-3..4.577e-3]	3.135e-3 [2.891e-3..3.399e-3]	9.013e-3 [8.594e-3..9.452e-3]	8.128e-3 [7.730e-3..8.546e-3]	3.041e-3 [2.801e-3..3.302e-3]	4.661e-3 [4.362e-3..4.982e-3]	2.719e-3 [2.536e-3..2.916e-3]	6.460e-3 [6.174e-3..6.759e-3]	2.303e-3 [2.134e-3..2.484e-3]
-43	2.506e-3 [2.330e-3..2.696e-3]	5.102e-3 [4.848e-3..5.370e-3]	2.969e-3 [2.777e-3..3.175e-3]	4.327e-3 [4.038e-3..4.638e-3]	2.961e-3 [2.723e-3..3.219e-3]	8.281e-3 [7.877e-3..8.705e-3]	8.386e-3 [7.987e-3..8.806e-3]	3.203e-3 [2.959e-3..3.466e-3]	4.754e-3 [4.455e-3..5.073e-3]	2.748e-3 [2.563e-3..2.947e-3]	5.709e-3 [5.440e-3..5.992e-3]	2.510e-3 [2.333e-3..2.700e-3]
-42	2.305e-3 [2.140e-3..2.482e-3]	5.340e-3 [5.087e-3..5.607e-3]	2.695e-3 [2.516e-3..2.886e-3]	4.196e-3 [3.910e-3..4.504e-3]	3.077e-3 [2.833e-3..3.342e-3]	8.749e-3 [8.332e-3..9.187e-3]	8.880e-3 [8.461e-3..9.320e-3]	2.833e-3 [2.600e-3..3.087e-3]	4.958e-3 [4.647e-3..5.290e-3]	2.884e-3 [2.695e-3..3.087e-3]	5.946e-3 [5.672e-3..6.234e-3]	2.278e-3 [2.110e-3..2.459e-3]
-41	2.217e-3 [2.054e-3..2.392e-3]	5.402e-3 [5.145e-3..5.672e-3]	2.649e-3 [2.471e-3..2.840e-3]	4.401e-3 [4.108e-3..4.716e-3]	3.028e-3 [2.786e-3..3.291e-3]	8.891e-3 [8.470e-3..9.333e-3]	8.651e-3 [8.234e-3..9.090e-3]	2.837e-3 [2.602e-3..3.094e-3]	4.963e-3 [4.648e-3..5.298e-3]	2.761e-3 [2.580e-3..2.955e-3]	5.478e-3 [5.221e-3..5.749e-3]	1.987e-3 [1.834e-3..2.152e-3]
-40	2.149e-3 [1.989e-3..2.323e-3]	5.458e-3 [5.199e-3..5.729e-3]	2.746e-3 [2.564e-3..2.940e-3]	4.294e-3 [4.003e-3..4.605e-3]	2.835e-3 [2.601e-3..3.090e-3]	9.023e-3 [8.598e-3..9.468e-3]	9.297e-3 [8.865e-3..9.750e-3]	3.000e-3 [2.758e-3..3.262e-3]	4.870e-3 [4.559e-3..5.202e-3]	2.697e-3 [2.520e-3..2.887e-3]	5.404e-3 [5.151e-3..5.670e-3]	2.188e-3 [2.029e-3..2.360e-3]
-39	2.426e-3 [2.253e-3..2.612e-3]	5.362e-3 [5.102e-3..5.636e-3]	2.860e-3 [2.672e-3..3.062e-3]	4.710e-3 [4.414e-3..5.025e-3]	2.972e-3 [2.739e-3..3.225e-3]	8.626e-3 [8.223e-3..9.048e-3]	9.139e-3 [8.722e-3..9.575e-3]	3.180e-3 [2.938e-3..3.443e-3]	4.893e-3 [4.590e-3..5.216e-3]	2.729e-3 [2.547e-3..2.923e-3]	5.606e-3 [5.344e-3..5.881e-3]	2.264e-3 [2.099e-3..2.441e-3]
-38	2.267e-3 [2.103e-3..2.444e-3]	5.191e-3 [4.940e-3..5.455e-3]	2.867e-3 [2.681e-3..3.065e-3]	4.627e-3 [4.329e-3..4.946e-3]	3.194e-3 [2.948e-3..3.461e-3]	8.229e-3 [7.829e-3..8.650e-3]	8.681e-3 [8.276e-3..9.106e-3]	2.885e-3 [2.655e-3..3.135e-3]	4.817e-3 [4.517e-3..5.137e-3]	2.691e-3 [2.510e-3..2.885e-3]	5.294e-3 [5.038e-3..5.562e-3]	2.413e-3 [2.242e-3..2.597e-3]
-37	2.456e-3 [2.287e-3..2.637e-3]	5.139e-3 [4.893e-3..5.398e-3]	2.975e-3 [2.789e-3..3.174e-3]	4.543e-3 [4.247e-3..4.860e-3]	3.022e-3 [2.782e-3..3.282e-3]	7.954e-3 [7.559e-3..8.368e-3]	8.516e-3 [8.110e-3..8.943e-3]	3.256e-3 [3.008e-3..3.524e-3]	4.945e-3 [4.637e-3..5.273e-3]	2.513e-3 [2.338e-3..2.700e-3]	5.447e-3 [5.188e-3..5.720e-3]	2.135e-3 [1.974e-3..2.308e-3]
-36	2.334e-3 [2.168e-3..2.512e-3]	5.060e-3 [4.814e-3..5.319e-3]	2.729e-3 [2.550e-3..2.922e-3]	4.391e-3 [4.100e-3..4.704e-3]	2.920e-3 [2.684e-3..3.177e-3]	8.533e-3 [8.123e-3..8.963e-3]	8.180e-3 [7.777e-3..8.603e-3]	3.101e-3 [2.857e-3..3.367e-3]	4.647e-3 [4.346e-3..4.969e-3]	2.686e-3 [2.509e-3..2.876e-3]	5.634e-3 [5.374e-3..5.905e-3]	2.303e-3 [2.139e-3..2.480e-3]
-35	2.287e-3 [2.121e-3..2.466e-3]	5.676e-3 [5.411e-3..5.954e-3]	2.667e-3 [2.487e-3..2.859e-3]	4.778e-3 [4.477e-3..5.098e-3]	3.169e-3 [2.926e-3..3.433e-3]	8.116e-3 [7.722e-3..8.530e-3]	9.176e-3 [8.756e-3..9.616e-3]	3.300e-3 [3.052e-3..3.569e-3]	4.734e-3 [4.434e-3..5.053e-3]	2.754e-3 [2.574e-3..2.947e-3]	5.144e-3 [4.896e-3..5.405e-3]	2.035e-3 [1.881e-3..2.202e-3]
-34	2.424e-3 [2.251e-3..2.610e-3]	5.498e-3 [5.235e-3..5.774e-3]	2.566e-3 [2.388e-3..2.757e-3]	4.615e-3 [4.323e-3..4.926e-3]	3.083e-3 [2.846e-3..3.340e-3]	8.347e-3 [7.952e-3..8.762e-3]	8.691e-3 [8.288e-3..9.114e-3]	3.234e-3 [2.991e-3..3.497e-3]	4.508e-3 [4.220e-3..4.816e-3]	2.764e-3 [2.583e-3..2.957e-3]	5.474e-3 [5.218e-3..5.744e-3]	2.311e-3 [2.146e-3..2.488e-3]
-33	2.126e-3 [1.967e-3..2.297e-3]	5.344e-3 [5.090e-3..5.612e-3]	2.709e-3 [2.529e-3..2.901e-3]	4.698e-3 [4.401e-3..5.015e-3]	3.288e-3 [3.040e-3..3.555e-3]	8.410e-3 [8.010e-3..8.830e-3]	9.060e-3 [8.650e-3..9.490e-3]	3.114e-3 [2.877e-3..3.371e-3]	4.950e-3 [4.648e-3..5.270e-3]	2.557e-3 [2.381e-3..2.746e-3]	5.190e-3 [4.936e-3..5.456e-3]	2.459e-3 [2.286e-3..2.644e-3]
-32	2.123e-3 [1.968e-3..2.290e-3]	5.629e-3 [5.373e-3..5.896e-3]	2.963e-3 [2.780e-3..3.159e-3]	5.026e-3 [4.717e-3..5.356e-3]	2.824e-3 [2.594e-3..3.075e-3]	8.186e-3 [7.789e-3..8.603e-3]	8.642e-3 [8.231e-3..9.074e-3]	3.257e-3 [3.008e-3..3.527e-3]	4.640e-3 [4.340e-3..4.960e-3]	2.521e-3 [2.346e-3..2.709e-3]	5.310e-3 [5.054e-3..5.580e-3]	2.143e-3 [1.982e-3..2.316e-3]
